isHoliday_,pickup_weekday_,pickup_dayofyear_,night_trip_,rush_hour_,pickup_hour_,row_id_median,row_id_mean,row_id_count,start_lng_median,start_lng_mean,start_lng_count,start_lat_median,start_lat_mean,start_lat_count,end_lng_median,end_lng_mean,end_lng_count,end_lat_median,end_lat_mean,end_lat_count,start_timestamp_median,start_timestamp_mean,start_timestamp_count,duration_median,duration_mean,duration_count,pickup_weekofyear_median,pickup_weekofyear_mean,pickup_weekofyear_count,pickup_minute_median,pickup_minute_mean,pickup_minute_count,weekday_median,weekday_mean,weekday_count,log_trip_duration_median,log_trip_duration_mean,log_trip_duration_count,trip_distance_median,trip_distance_mean,trip_distance_count,trip_direction_median,trip_direction_mean,trip_direction_count,center_latitude_median,center_latitude_mean,center_latitude_count,center_longitude_median,center_longitude_mean,center_longitude_count,speed_median,speed_mean,speed_count,pace_median,pace_mean,pace_count
0,0,5,FALSE,TRUE,13,628428,629074.2823,1495,-73.978455,-73.97100265,1495,40.757851,40.7535829,1495,-73.977562,-73.97158755,1495,40.757919,40.75411045,1495,1420493468,1420493439,1495,560,724.3785953,1495,2,2,1495,31,30.15451505,1495,TRUE,TRUE,1495,6.329720906,6.312740305,1495,1.801865871,3.332072991,1495,1.538359954,-19.20325933,1495,40.7574675,40.75384668,1495,-73.9771955,-73.9712951,1495,0.00371986,0.004076165,1495,268.8273517,inf,1495
0,0,5,FALSE,TRUE,14,589596.5,570398.6865,1694,-73.978661,-73.97083792,1694,40.758852,40.75499044,1694,-73.9780925,-73.97223657,1694,40.75914,40.75668121,1694,1420497075,1420497045,1694,572,706.0011806,1694,2,2,1694,31,30.2579693,1694,TRUE,TRUE,1694,6.350885717,6.314896093,1694,1.805494312,3.062933037,1694,4.940411486,-16.9835768,1694,40.758602,40.75583583,1694,-73.97718625,-73.97153724,1694,0.003515187,0.003926188,1694,284.4798734,inf,1694
0,0,5,FALSE,TRUE,15,618943,636761.6523,1717,-73.976448,-73.96480501,1717,40.759769,40.75315214,1717,-73.977051,-73.96989164,1717,40.759735,40.75537141,1717,1420500505,1420500546,1717,563,781.560862,1717,2,2,1717,28,28.61386139,1717,TRUE,TRUE,1717,6.335054251,6.346576875,1717,1.811826476,3.441950181,1717,-4.573698543,-21.05552579,1717,40.7592355,40.75426177,1717,-73.9749415,-73.96734833,1717,0.003473679,0.003867147,1717,287.8792329,inf,1717
0,0,5,FALSE,TRUE,16,589523,618055.3917,1560,-73.978306,-73.96751737,1560,40.7581045,40.75322322,1560,-73.9781035,-73.97085562,1560,40.758831,40.75562903,1560,1420504224,1420504195,1560,542.5,815.4673077,1560,2,2,1560,30,29.41282051,1560,TRUE,TRUE,1560,6.298029283,6.321614703,1560,1.852526835,3.498737679,1560,7.900718726,-14.88370463,1560,40.75787275,40.75442613,1560,-73.9767665,-73.9691865,1560,0.003772714,0.004097111,1560,265.0611807,inf,1560
0,0,5,FALSE,TRUE,17,574147,582691.3703,1920,-73.9792635,-73.97147451,1920,40.758272,40.75448034,1920,-73.9788705,-73.97315124,1920,40.7584035,40.75571054,1920,1420507878,1420507859,1920,549,740.7541667,1920,2,2,1920,31,30.4984375,1920,TRUE,TRUE,1920,6.309918278,6.31550035,1920,1.844985458,3.078009324,1920,5.813960849,-14.49300646,1920,40.7574765,40.75509544,1920,-73.977875,-73.97231287,1920,0.003607723,0.003894395,1920,277.1831287,inf,1920
0,0,5,FALSE,TRUE,18,564252,580714.1137,2375,-73.980263,-73.97273453,2375,40.757046,40.75252143,2375,-73.979599,-73.97390725,2375,40.757015,40.75446481,2375,1420511443,1420511419,2375,555,712.1494737,2375,2,2,2375,30,29.81978947,2375,TRUE,TRUE,2375,6.320768294,6.316675687,2375,1.909412645,3.09679015,2375,4.847717581,-15.3226263,2375,40.755928,40.75349312,2375,-73.9788285,-73.97332089,2375,0.003720798,0.004021982,2375,268.7595655,inf,2375
0,0,5,FALSE,TRUE,19,514177,534179.8972,2334,-73.98122,-73.97318758,2334,40.756283,40.75151019,2334,-73.980057,-73.97490044,2334,40.754694,40.75287051,2334,1420514986,1420514982,2334,536,652.1910883,2334,2,2,2334,29,29.21251071,2334,TRUE,TRUE,2334,6.285998095,6.251959863,2334,2.038459901,3.226869984,2334,6.56164593,-14.25733599,2334,40.75430875,40.75219035,2334,-73.97990625,-73.97404401,2334,0.004042975,0.004498919,2334,247.3427053,inf,2334
0,0,5,TRUE,FALSE,0,666855,655496.2436,661,-73.980171,-73.94820616,661,40.746872,40.73950326,661,-73.973404,-73.96264871,661,40.747936,40.74525657,661,1420446523,1420446524,661,679,773.6157337,661,2,2,661,28,28.25113464,661,TRUE,TRUE,661,6.522092798,6.386814293,661,3.713424156,6.035850149,661,12.30630427,-1.869664326,661,40.745918,40.74237992,661,-73.970135,-73.95542744,661,0.006358603,0.006947625,661,157.2672486,inf,661
0,0,5,TRUE,FALSE,1,638298.5,584937.0721,458,-73.9837415,-73.95087859,458,40.7427445,40.7339901,458,-73.9723245,-73.95926134,458,40.746443,40.74839224,458,1420450045,1420450063,458,580,732.1179039,458,2,2,458,27,27.22925764,458,TRUE,TRUE,458,6.364750757,6.322569112,458,3.514997862,5.854834531,458,22.76619264,10.3811244,458,40.745777,40.74119117,458,-73.97154425,-73.95506997,458,0.006328454,0.007032901,458,158.0165064,inf,458
0,0,5,TRUE,FALSE,2,699613,482569.1208,240,-73.9856495,-73.95966393,240,40.743624,40.73739014,240,-73.9696695,-73.9561596,240,40.748884,40.74476972,240,1420453615,1420453672,240,556,705.75,240,2,2,240,26,27.3875,240,TRUE,TRUE,240,6.32256524,6.264023638,240,3.218788475,4.962177012,240,29.0758395,18.19520644,240,40.74651625,40.74107993,240,-73.973442,-73.95791176,240,0.006190192,0.006324834,240,161.5467107,inf,240
0,0,5,TRUE,FALSE,3,434625.5,467252.4719,178,-73.987167,-73.97826549,178,40.7438945,40.74463171,178,-73.9673765,-73.95304073,178,40.748615,40.74252838,178,1420457432,1420457424,178,548.5,655,178,2,2,178,30,29.92134831,178,TRUE,TRUE,178,6.308998424,6.184328209,178,3.296055153,4.514363448,178,48.18007803,31.56828659,178,40.748123,40.74358004,178,-73.97455975,-73.96565311,178,0.006128479,0.006477679,178,163.1728416,inf,178
0,0,5,TRUE,FALSE,4,622088,591575.4774,199,-73.98455,-73.97496133,199,40.749611,40.74798926,199,-73.956924,-73.94584494,199,40.753105,40.74692891,199,1420461189,1420461077,199,619,720.9145729,199,2,2,199,33,30.75376884,199,TRUE,TRUE,199,6.429719478,6.27057735,199,3.810978084,5.702094183,199,35.56584607,23.55666061,199,40.749567,40.74745909,199,-73.9692155,-73.96040314,199,0.006940732,0.00735526,199,144.0770251,inf,199
0,0,5,TRUE,FALSE,5,518713,509765.7221,349,-73.979172,-73.96339821,349,40.755859,40.749472,349,-73.97583,-73.95477599,349,40.756512,40.74950525,349,1420465114,1420464933,349,467,674.1346705,349,2,2,349,38,35.07163324,349,TRUE,TRUE,349,6.148468296,6.156722663,349,2.896209042,5.679527048,349,10.57262993,-6.316134894,349,40.7549095,40.74948863,349,-73.9722635,-73.9590871,349,0.00687995,0.007275591,349,145.3498943,inf,349
0,0,5,TRUE,FALSE,6,642081,623394.7492,913,-73.980568,-73.96843237,913,40.752548,40.74863284,913,-73.978493,-73.968048,913,40.757023,40.75243304,913,1420468551,1420468420,913,448,645.5301205,913,2,2,913,35,33.17305586,913,TRUE,TRUE,913,6.107022888,6.143938096,913,2.242227931,4.033836633,913,7.235163084,-13.32319047,913,40.754547,40.75053294,913,-73.979862,-73.96824019,913,0.005388275,0.005788804,913,185.5881478,inf,913
0,0,12,FALSE,FALSE,7,549550,603541.1052,1749,-73.979156,-73.97279642,1749,40.756351,40.7544456,1749,-73.977539,-73.97437422,1749,40.758179,40.75596009,1749,1421076873,1421076765,1749,561,742.5883362,1749,3,3,1749,34,32.25728988,1749,TRUE,TRUE,1749,6.33150185,6.335354105,1749,2.043469538,3.200224263,1749,0.907281312,-22.01082348,1749,40.7561665,40.75520284,1749,-73.9785765,-73.97358532,1749,0.003973182,0.004264373,1749,251.6874631,inf,1749
0,0,12,FALSE,FALSE,8,636151.5,604116.2874,2074,-73.9801215,-73.97448054,2074,40.7561265,40.75363288,2074,-73.9816135,-73.97909915,2074,40.756258,40.75293847,2074,1421080179,1421080209,2074,666.5,863.9175506,2074,3,3,2074,29,29.65284474,2074,TRUE,TRUE,2074,6.50353911,6.494769723,2074,1.761739997,2.831714057,2074,-32.2350052,-31.58346886,2074,40.75540825,40.75328568,2074,-73.9810315,-73.97678984,2074,0.003011628,0.003229155,2074,332.0464044,inf,2074
0,0,12,FALSE,FALSE,9,581093,582823.2086,1970,-73.981968,-73.97698432,1970,40.7556055,40.75336147,1970,-73.9827305,-73.98046069,1970,40.755867,40.75181237,1970,1421083780,1421083783,1970,694,830.3324873,1970,3,3,1970,29,29.22284264,1970,TRUE,TRUE,1970,6.543911846,6.496115951,1970,1.685811282,2.667417594,1970,-15.37969855,-24.60019952,1970,40.75489525,40.75258692,1970,-73.98250225,-73.97872251,1970,0.002780103,0.003109973,1970,359.6989662,inf,1970
0,0,12,FALSE,FALSE,20,559453.5,572527.7276,2100,-73.9818455,-73.97297997,2100,40.754667,40.74905707,2100,-73.980545,-73.97590234,2100,40.75416,40.75223404,2100,1421123257,1421123301,2100,555,659.4904762,2100,3,3,2100,27,27.85142857,2100,TRUE,TRUE,2100,6.320768294,6.290382472,2100,2.336750534,3.615592237,2100,5.40130633,-15.47218929,2100,40.7522695,40.75064555,2100,-73.9803065,-73.97444115,2100,0.004479441,0.005010316,2100,223.2422734,inf,2100
0,0,12,FALSE,FALSE,21,628158,637436.7529,1967,-73.982239,-73.97380556,1967,40.753693,40.74891739,1967,-73.980247,-73.97313432,1967,40.753418,40.75094139,1967,1421126869,1421126891,1967,553,663.9583122,1967,3,3,1967,27,27.70564311,1967,TRUE,TRUE,1967,6.317164687,6.2873992,1967,2.45984694,3.661006466,1967,10.94715456,-12.36972107,1967,40.7519115,40.74992939,1967,-73.980457,-73.97346994,1967,0.004663327,0.005043699,1967,214.4391882,inf,1967
0,0,12,FALSE,FALSE,22,648070,578282.8782,1691,-73.983696,-73.97533592,1691,40.752094,40.74801771,1691,-73.97963,-73.97354542,1691,40.750599,40.74861132,1691,1421130528,1421130543,1691,574,685.8338261,1691,3,3,1691,28,28.54997043,1691,TRUE,TRUE,1691,6.354370041,6.319338684,1691,2.726968788,3.891579867,1691,16.28779151,-6.548126394,1691,40.750046,40.74831451,1691,-73.981117,-73.97444067,1691,0.004957959,0.005348205,1691,201.695915,inf,1691
0,0,12,FALSE,FALSE,23,559509,601666.6237,1217,-73.984489,-73.9724575,1217,40.748943,40.74616933,1217,-73.980309,-73.97181924,1217,40.749245,40.74743419,1217,1421134165,1421134153,1217,549,667.0139688,1217,3,3,1217,29,28.72473295,1217,TRUE,TRUE,1217,6.309918278,6.278460743,1217,2.739002135,4.063811407,1217,17.89955648,-4.257534846,1217,40.748648,40.74680176,1217,-73.981323,-73.97213837,1217,0.005257329,0.005621217,1217,190.2106631,inf,1217
0,0,12,FALSE,TRUE,10,487034.5,518313.8211,1766,-73.9815555,-73.97468458,1766,40.756237,40.75415194,1766,-73.981678,-73.97919245,1766,40.756428,40.75386346,1766,1421087425,1421087431,1766,671,802.0549264,1766,3,3,1766,30,30.03567384,1766,TRUE,TRUE,1766,6.510258341,6.447966415,1766,1.740110792,2.706022578,1766,-16.80778242,-26.23145622,1766,40.75598625,40.7540077,1766,-73.981264,-73.97693851,1766,0.002936008,0.003259005,1766,340.5985502,inf,1766
0,0,12,FALSE,TRUE,11,594134,592573.7813,1765,-73.980766,-73.972433,1765,40.756496,40.75372124,1765,-73.981377,-73.97730867,1765,40.756695,40.75487481,1765,1421091003,1421091016,1765,653,794.8679887,1765,3,3,1765,30,29.7796034,1765,TRUE,TRUE,1765,6.483107351,6.443942426,1765,1.715595846,2.906602005,1765,-15.25938036,-24.6406278,1765,40.7566165,40.75429803,1765,-73.980644,-73.97487084,1765,0.002998499,0.003369302,1765,333.5001905,inf,1765
0,0,12,FALSE,TRUE,12,513835.5,548165.6157,1858,-73.980335,-73.97369249,1858,40.7577555,40.75506614,1858,-73.9801715,-73.97570898,1858,40.7568965,40.75454347,1858,1421094651,1421094642,1858,629,772.6119483,1858,3,3,1858,30,30.21044133,1858,TRUE,TRUE,1858,6.445719819,6.417309455,1858,1.685308811,2.761435283,1858,0.426963033,-18.2770335,1858,40.75664625,40.75480481,1858,-73.97964875,-73.97470073,1858,0.002984441,0.003333639,1858,335.0712156,inf,1858
0,0,12,FALSE,TRUE,13,551612,582996.6966,1747,-73.980423,-73.97565883,1747,40.757057,40.75554115,1747,-73.97998,-73.97558693,1747,40.757206,40.75458054,1747,1421098228,1421098219,1747,626,758.9095592,1747,3,3,1747,30,29.83457355,1747,TRUE,TRUE,1747,6.440946541,6.405971892,1747,1.727925241,2.767695078,1747,0,-19.72371328,1747,40.756702,40.75506085,1747,-73.9797705,-73.97562288,1747,0.003102841,0.003400444,1747,322.2853231,inf,1747
0,0,12,FALSE,TRUE,14,510342.5,554655.413,1850,-73.980545,-73.97329014,1850,40.7568625,40.75300866,1850,-73.9795265,-73.97385612,1850,40.7567785,40.75448165,1850,1421101867,1421101833,1850,659,846.8897297,1850,3,3,1850,31,30.06810811,1850,TRUE,TRUE,1850,6.492238687,6.470972568,1850,1.757253343,3.094882852,1850,4.329593042,-16.59067428,1850,40.755969,40.75374516,1850,-73.97930875,-73.97357313,1850,0.00304295,0.003361245,1850,328.6285237,inf,1850
0,0,12,FALSE,TRUE,15,679605,637063.21,1881,-73.97876,-73.97052603,1881,40.757969,40.75452142,1881,-73.979256,-73.97462385,1881,40.757137,40.7554125,1881,1421105238,1421105287,1881,646,864.3104732,1881,3,3,1881,27,27.63157895,1881,TRUE,TRUE,1881,6.472346295,6.459343665,1881,1.76735978,3.11691198,1881,7.095353774,-14.93831237,1881,40.756563,40.75496696,1881,-73.9783135,-73.97257494,1881,0.003058688,0.003379187,1881,326.9375525,inf,1881
0,0,12,FALSE,TRUE,16,630814,611582.4884,1597,-73.978951,-73.96947896,1597,40.757675,40.75400693,1597,-73.978813,-73.97489032,1597,40.758389,40.75676885,1597,1421108979,1421108981,1597,602,811.2154039,1597,3,3,1597,29,29.19411396,1597,TRUE,TRUE,1597,6.401917197,6.401151868,1597,1.760305928,3.155406329,1597,-6.809070242,-24.60865153,1597,40.7571755,40.75538789,1597,-73.97781,-73.97218464,1597,0.003295412,0.003594497,1597,303.4521957,inf,1597
0,0,12,FALSE,TRUE,17,591721.5,586276.1436,1922,-73.9797745,-73.97109806,1922,40.7572595,40.75404798,1922,-73.979401,-73.97428842,1922,40.757549,40.75502342,1922,1421112756,1421112697,1922,624,811.0187305,1922,3,3,1922,32,31.11810614,1922,TRUE,TRUE,1922,6.43775165,6.421717931,1922,1.889384163,3.137915184,1922,2.221436149,-19.02399372,1922,40.756692,40.7545357,1922,-73.97852525,-73.97269324,1922,0.003409453,0.00366548,1922,293.3021744,inf,1922
0,0,12,FALSE,TRUE,18,627504,583147.9592,2305,-73.981247,-73.97496927,2305,40.756401,40.75262179,2305,-73.980408,-73.97542475,2305,40.756161,40.75369247,2305,1421116298,1421116257,2305,606,750.1639913,2305,3,3,2305,31,30.44164859,2305,TRUE,TRUE,2305,6.408528791,6.385535648,2305,1.919963873,2.986098731,2305,13.48305179,-11.24543275,2305,40.754618,40.75315713,2305,-73.979927,-73.97519701,2305,0.003480014,0.003766862,2305,287.3551311,inf,2305
0,0,12,FALSE,TRUE,19,579119,604590.5166,2195,-73.981834,-73.97639114,2195,40.755535,40.75208586,2195,-73.982178,-73.97811031,2195,40.754028,40.75242961,2195,1421119722,1421119756,2195,540,648.422779,2195,3,3,2195,28,28.7667426,2195,TRUE,TRUE,2195,6.293419279,6.258949996,2195,2.020184995,3.024235387,2195,3.244037579,-19.71756718,2195,40.7534105,40.75225773,2195,-73.9814375,-73.97725072,2195,0.003971919,0.004354748,2195,251.7674586,inf,2195
0,0,12,TRUE,FALSE,0,568961,589329.685,635,-73.984467,-73.96290729,635,40.74498,40.74139616,635,-73.976509,-73.96506212,635,40.750214,40.74642181,635,1421051247,1421051281,635,575,699.8708661,635,3,3,635,27,27.51968504,635,TRUE,TRUE,635,6.356107661,6.313153652,635,3.348111754,4.871558126,635,22.7029568,1.378977869,635,40.747612,40.74390898,635,-73.976177,-73.9639847,635,0.006072504,0.006502079,635,164.6767109,inf,635
0,0,12,TRUE,FALSE,1,309499,418430.3385,387,-73.984756,-73.97292343,387,40.747215,40.74313401,387,-73.976517,-73.96373393,387,40.750507,40.75099829,387,1421054752,1421054839,387,597,665.749354,387,3,3,387,25,26.83462532,387,TRUE,TRUE,387,6.393590754,6.270889033,387,3.173794021,4.65187478,387,28.69519706,13.33524679,387,40.7488575,40.74706615,387,-73.977169,-73.96832868,387,0.006030729,0.006448814,387,165.817441,inf,387
0,0,12,TRUE,FALSE,2,526856.5,517066.9696,230,-73.9835435,-73.9719514,230,40.745251,40.7440085,230,-73.9698905,-73.95813557,230,40.746706,40.74698312,230,1421058457,1421058565,230,504.5,636.5217391,230,3,3,230,27,28.9173913,230,TRUE,TRUE,230,6.225508413,6.16243389,230,2.440885403,4.166483089,230,30.21852224,21.92077614,230,40.74674375,40.74549581,230,-73.9729575,-73.96504348,230,0.005751754,0.006055564,230,173.8622479,inf,230
0,0,12,TRUE,FALSE,3,915726.5,727332.0613,212,-73.987133,-73.97454954,212,40.742773,40.74243312,212,-73.97496,-73.96416526,212,40.750427,40.74653882,212,1421061975,1421062066,212,584,679.1367925,212,3,3,212,26,27.27358491,212,TRUE,TRUE,212,6.371606003,6.26471407,212,3.107593864,4.577625778,212,24.33366319,10.00494093,212,40.745219,40.74448597,212,-73.98012725,-73.9693574,212,0.005932616,0.00629705,212,168.5604246,inf,212
0,0,12,TRUE,FALSE,4,415718.5,393471.6476,210,-73.9854545,-73.97248938,210,40.7488215,40.74749009,210,-73.972725,-73.95574019,210,40.750206,40.74635171,210,1421065709,1421065777,210,580,696.4904762,210,3,3,210,28,29.12380952,210,TRUE,TRUE,210,6.364460355,6.248250198,210,3.585391994,5.272523913,210,26.44032887,9.64585602,210,40.74768925,40.7469209,210,-73.9738675,-73.96411478,210,0.006815159,0.006963195,210,146.7330795,inf,210
0,0,12,TRUE,FALSE,5,476913,551426.1864,381,-73.979553,-73.96293665,381,40.75235,40.74630984,381,-73.97673,-73.95481633,381,40.755844,40.74738665,381,1421069943,1421069778,381,475,686.2755906,381,3,3,381,39,35.80314961,381,TRUE,TRUE,381,6.165417854,6.176416553,381,2.927558303,5.27841995,381,9.798503909,-13.07234332,381,40.7527465,40.74684825,381,-73.97485,-73.95887649,381,0.006696873,0.006971231,381,149.3234287,inf,381
0,0,12,TRUE,FALSE,6,627566,607513.4659,1041,-73.980812,-73.97267644,1041,40.755714,40.75159053,1041,-73.978226,-73.96931246,1041,40.756378,40.75148653,1041,1421073540,1421073341,1041,465,640.5878963,1041,3,3,1041,39,35.20845341,1041,TRUE,TRUE,1041,6.144185634,6.146825958,1041,2.219342348,3.702293513,1041,8.015938619,-17.44761822,1041,40.755041,40.75153853,1041,-73.9788475,-73.97099445,1041,0.005217713,0.005478317,1041,191.6548342,inf,1041
0,0,19,FALSE,FALSE,7,469604,519893.1845,721,-73.978401,-73.96720585,721,40.757946,40.75315694,721,-73.979012,-73.96829572,721,40.757111,40.75305559,721,1421681597,1421681528,721,446,583.5409154,721,4,4,721,33,31.64355062,721,TRUE,TRUE,721,6.102558595,6.088278728,721,2.098461199,3.794632275,721,-5.506979927,-19.38503266,721,40.756838,40.75310627,721,-73.976715,-73.96775079,721,0.005266162,0.005722503,721,189.8916268,inf,721
0,0,19,FALSE,FALSE,8,714254,627045.2433,1077,-73.98008,-73.97164076,1077,40.757305,40.75442465,1077,-73.981026,-73.97530849,1077,40.756775,40.75345143,1077,1421685175,1421685133,1077,518,603.8495822,1077,4,4,1077,32,31.71773445,1077,TRUE,TRUE,1077,6.251903883,6.195906159,1077,2.06122975,3.206498033,1077,-20.24081759,-26.2749251,1077,40.757025,40.75393804,1077,-73.980488,-73.97347462,1077,0.004407485,0.004899647,1077,226.8867864,inf,1077
0,0,19,FALSE,FALSE,9,455509.5,521933.9837,1288,-73.9797555,-73.97278136,1288,40.757122,40.75422035,1288,-73.980667,-73.97584141,1288,40.756527,40.7536867,1288,1421688658,1421688641,1288,493.5,594.2080745,1288,4,4,1288,30,30.18555901,1288,TRUE,TRUE,1288,6.20354664,6.156890837,1288,1.949932592,3.088675601,1288,-18.65885884,-28.87031493,1288,40.755615,40.75395353,1288,-73.979517,-73.97431138,1288,0.004371298,0.004931746,1288,228.7650594,inf,1288
0,0,19,FALSE,FALSE,20,575004,569956.1252,1645,-73.982101,-73.96912211,1645,40.754608,40.75076722,1645,-73.98127,-73.97571232,1645,40.751522,40.75148836,1645,1421728165,1421728176,1645,525,645.1337386,1645,4,4,1645,29,29.10699088,1645,TRUE,TRUE,1645,6.265301213,6.240723322,1645,2.269993063,3.691538455,1645,1.364014027,-17.65448721,1645,40.7518105,40.75112779,1645,-73.979874,-73.97241722,1645,0.004727092,0.005195218,1645,211.5465546,inf,1645
0,0,19,FALSE,FALSE,21,566155,597352.4151,1513,-73.9823,-73.96883817,1513,40.752655,40.74799607,1513,-73.980019,-73.9741046,1513,40.752052,40.75040081,1513,1421731675,1421731739,1513,515,652.2914739,1513,4,4,1513,27,28.5042961,1513,TRUE,TRUE,1513,6.246106765,6.229108847,1513,2.337451422,3.986273179,1513,7.706916455,-12.33464194,1513,40.751453,40.74919844,1513,-73.97987,-73.97147139,1513,0.005006262,0.005511284,1513,199.7498362,inf,1513
